tweet,label
Marco Laszcz is a singer and mastermind of the band Sleipnir .,noHate
He is regarded as one of the central figures of the neo-Nazi right rock scene .,noHate
"Over the years , he succeeded in Verl , where he has lived since his marriage under the name Marco B. , maintain a bourgeois facade .",noHate
"Verl : Rechts-Rocker lebt b������rgerlich in Verl | Neue Westf������lische , Nachrichten aus Ostwestfalen-Lippe , Bielefeld , G������tersloh , Herford , Paderborn , H������xter , Warburg , News , Meldungen , Informationen - Neue Westf������lische - Verl For days over Yule , the Zionist controlled press and Antifa scum have been laying siege to Marco from Sleipnir 's family home .",hate
The reason for this persecution ?,noHate
"Well Marco is a German patriot and musician who , in the sick minds of ZOG , committed the heinious crime of producing music for a local school .",hate
How evil can you get huh ?,noHate
You will need to hit the translate button on the above link .,noHate
"This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday .",hate
Go to the Downunder section to read up on the news on how Arabs got their asses kicked and even the police were running away in fear .,noHate
Some nice pictures and videos too .,noHate
https : //www.stormfront.org/forum/showthread.php ? t = 253531,noHate
"...the Jew shall have my Flesh , blood and bones and all ...",noHate
"Anglo-Bank/New Central Bank HQ , Truth-Graf Protest , Wednesday 5th June , 2013 .",noHate
Hi everyone .... I 'm from Slovenia and I utterly hate every living muslim in this world ....... and I despise even the dead ones,hate
Acts of racism in Ireland show short memories of Irish everywhere Read more : Acts of racism in Ireland show short memories of Irish everywhere | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook,noHate
we had somebody there to monitor this protest they had around 13 people there despite their claims that they usually have hundreds at their demos .,noHate
"Let me make it clear I do not like muslims but they are still slavs so they are my brothers , as long as they keep the religion to themselves then there is no problem for me .",noHate
"Yes but difference is that Putin is still in charge and Jews have to behave , while on other picture Jewess Albright is in charge and is there to give orders to Ukraine , so you ca n't really compare .",noHate
same over here in australia. the entire melbourne taxi system is filled with indians and africans. its funny that there are no calls for diversity in the taxi industry,noHate
I always laugh when I hear Republicans say or imply that the British government is/was anti-Republican .,noHate
"As early as 1973 , they tried to hand Northern Ireland directly to Dublin .",noHate
Oh my god .,noHate
"That literally hurt my brain and made me laugh while I was reading it , it 's so ridiculous that you really ca n't do anything else .",noHate
Racist incidents in Ireland up by 85 percent says Immigrant Council | Irish News | IrishCentral Racist incidents in Ireland up by 85 percent says Immigrant Council Read more : Racist incidents in Ireland up by 85 percent says Immigrant Council | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook,noHate
Dunnes strikers to attend funeral - BelfastTelegraph.co.uk Lets hope these reds are n't mistaken for the usual white targets of these jungle savages !,hate
My friend lives in Gdansk and he told me almost everyone in his city was white with the exception of some foreign students and a Chinese man who owns a dive bar .,noHate
There is not enough interest on either side for a re-unification to be attempted .,noHate
"Besides that , there 's the Transnistria issue to be solved and the hard fact that Romania simply does not have the economical power to accomplish such a re-unification .",noHate
"The gay issue is practically non-existent in Romania , even though the local gay NGO organizes a yearly `` pride parade '' in Bucharest .",noHate
"In fact , this year this `` event '' is going to be this weekend .",noHate
"There were never more than a few hundred people attending this parade , many of them non-Romanian gays arrived from Western Europe .",noHate
"For the vast majority of Romanians , gays simply do n't exist , except on TV .",noHate
Thank you and this is video I 've made for all of us after I made those for each ethnics : Sons of Europe - Legacy - YouTube Only Unity,noHate
Id like to say something but I once heard `` if you have nothing good to say dont say anything at all '' .,noHate
If thinking was easy everyone would be doing it .,noHate
Plans for largest mosque in Ireland given go ahead Read more : Plans for largest mosque in Ireland given go ahead | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook,noHate
"I think you all got your way , and they closed down the German minority in Upper Silesia thread under Activism and Politics in Europe .",noHate
Im always mystified by the way that those most set on getting rid of partition are always those who want to have nothing at all to do with the PUL community in the north .,noHate
"have you been in studentski grad in Sofia , you should go and see young student girls from FYROM geting down with Bulgarians serbs and albanians get ur booty too VIKI RALEVA VELIKI BRAT ������������.������������ ������������������������������������������������ ������������������������������������ ������������������������������ ������ ������������ ������������������������������������ ������������������������",noHate
Nationalists join the people of Ireland to attend the Rally For Life March in Dublin .,noHate
Nationalists Attend Rally For Life 2013 - YouTube,noHate
"Please, feel welcome to learn more about the history of the Macedonian Patriotic Organization , its traditional Bulgarian character and the activities this organization provided for the community and its goals and purposes of today .",noHate
Wait there is going to be anti-white people in Euro 2012 ?,noHate
So there white and there against racism or they like monorities against whites ?,noHate
Israeli Embassy in Ireland had to take note of the graffiti giving their Jewish supremacists worldwide and in Ireland being given notice. scroll down to their 6/6/13 entry on their Israel in Ireland fb page https : //www.facebook.com/IsraelinIreland,noHate
I feel a great appreciation and admiration for the Polish people and I get sad when i hear white brothers speaking ill of the poles .,noHate
If you are not registered I think that maybe you will not be able to see this .,noHate
http://www.facebook.com/pages/ % D0 % A0 ... 19205191443389,noHate
"**** off bulgar turkic peice of * * * * and * * * * ustasha KOSOVO belongs to SERB������A get used to it however much you hate serbs , also by the way Makedonia belongs to Greece not bulgayria",hate
I'm on yer side .,noHate
We are ALL on the same bloddy side !,noHate
Let 's all stay together .,noHate
We MUST .. stand together This dived and conqer bullcrap has got to end .... now !,noHate
If thats where we are heading then its a sad future indeed .,noHate
"There was probably a lot more as well , those documents just got ' lost ' .",noHate
"Here is one video that I 've made and upload to youtube , hope you like it YouTube - CROATIAN SOLDIERS - Strenth & Honor",noHate
"Looking at this thread , Slavs have some of the most beautiful nature on this planet .",noHate
Lets keep it that way and not destroy it Check out this ice cave in Dob������in������ Its frigging cold in there,noHate
"You do n't need to understand , he did n't say anything important , every second word is Jesus Christ or something about Orthodox Christianity .",noHate
After you realize that you will never be accepted equal to them you are welcome to come back .,noHate
Forgiveness is a key virtue in Macedonian Christian behavior .,noHate
Situation for Ukrainian patriots is turning for bad in Crimea Food for military attempted to pass through the fence .,noHate
"RIP Germany YouTube - & #x202a ; Pierre Vogel und Bilal Philips in Frankfurt ( RTL NEWS ) Deutschland & #x202c ; & rlm ; 1 lone German woman standing up YouTube - & #x202a ; Female Protester Disrupts Muslim Radicals Rallying in Frankfurt , Germany & #x202c ; & rlm ;",noHate
"If Bulgarians are n't slavic , then it 's perhaps time for the rest of them to seek a new name for themselves , cos it 's us that used that ethnonym first , dig ?",noHate
"All of ukraine is Russia/Poland/Romania , you fake ukrainians .",hate
: P + from someone else to Csabi : `` So according to Csabi romanians listen to hungarian music ?,noHate
"http://www.krepublishers.com/02-Jour ... sey-K-Text.PDF `` Molecular genetic methods supported our observations , that there is a relatively small difference between the Hungarian and Indian groups , the Central - Europeans differ more '' .",noHate
"Source : ������ Kamla-Raj 2006 Int J Hum Genet , 6 ( 3 ) : 177-183 ( 2006 ) Human Chromosomal Polymorphism in a Hungarian Sample Kata D������csey1 , Orsolya Bellovits2 and Gy������rgyi M. Bujdos������2 1 .",noHate
"Semmelweis University , Department of Forensic Medicine , Budapest , Hungary , 1091 2 .",noHate
"Hungarian Academy of Sciences - Semmelweis University , Institute of Forensic Medicine , Budapest , Hungary , 1091 E-mail : bujgyo@igaz.sote.hu Hey look it even has same year as Csabi 's hungarian music popularity in Romania , except in my case it has exact source specified with documentation and contact material and is not done by some sensationalist newspaper but by hungarian Universities .",noHate
"Maybe stormfront should consider this documentation and letting other gypsy groups join or kicking hungarians out ? """,noHate
"You mean half Slavic ( R1a ) and half Illyrian-Celtic ( I2a2 + R1b ) , with Germanic influx ( I1 ) .",noHate
"Because Illyrian-Celt tribes ( Dalmatie , Japods etc ) lived on present day Croatia , then the Slavic Croats arrived and assimilated those Illyrian-Celts , and on end we have Germanic influx during Frankish empire , Holy Roman Empire , Austro-Hungarian Empire and ww1 + ww2 period .",noHate
"If I was Ukrainian , I 'd sign a pact with devil himself to get rid of jewdo-islam Putinistan AKA Russian Federation ....",hate
"Well as far as I know , the origins of the white race and our sub groups are a big unknown that we have been trying to uncover for a very long time .",noHate
"If all of this was true , you would not be beaten in every battle in I , II Balkan war and in WWI by us .",noHate
"The regime wants Germans to hate themselves , too bad that they are not already brown Muslims !",hate
Shame on those white Germans to be born to like their own race the most .,noHate
"my kids want to hang around and bring a couple of nigs into the house .if i do.some members of my family will blank me.if i dont allow it. the kids themselves will blank me for a while , so either way i cant win",noHate
Watch out from Turkey they have a little score to settle with you guys .,noHate
We will see who is getting belted and robbed in sofia then,noHate
Well you are too your family tree comes from Macedonia also the white part of it anyway .,noHate
The rest is tatar .,noHate
there was nothing left from the ancient macedonians when the Slavs arrived ... their trace was lost long before the slavic invasions took place,noHate
The worst thing happened to internet freedoms when albanians used their spare time from selling drugs to learn to use computers .,hate
Let's not concern ourselves with an anti-GD video that barely has any views and will most likely only be watched by anarchists .,noHate
Thank you very much .,noHate
"Wow , hundreds of dollars per day spent in the hacking attacks ???",noHate
It must be the Mossad or the CIA ...,noHate
"Fortunately for Golden Dawn they do n't depend that much on the internet , since they are a grass-roots organization through and through .",noHate
I guess it is the `` Automaidan '' .,noHate
Driving around the governmental buildings and blocking roads .,noHate
I read that over 1500 cars participated .,noHate
Greece and Serbia Against All / ????? ? ?????? ?????? ???? ( HD 1080p ) - YouTube Thank you brother Greeks !!!,noHate
We will never forget this to your nation and to your country !,noHate
They have been heavily attacked lately .,noHate
The site was down for 2 days but is now online again .,noHate
Strange that you cant visit it anymore .,noHate
"Minister asks YouTube to remove video directing anti-Semitic abuse at him Minister asks YouTube to remove video directing anti-Semitic abuse at him - The Irish Times - Fri , Mar 30 , 2012 Alan Shatter - Jewish Nation-Wrecker - YouTube",noHate
"We spoke once about our own sub forum , but answer was strict .",noHate
There are no plans for any new sub-forums on SF Europe .,noHate
"Like it or not , and I certainly do n't , but Ireland , especially NI is littered with memorials to , and even statues of , red terrorists .",hate
I wonder how any times this same video was posted on this thread .,noHate
Here is one : YouTube - Gru������wort von Matthias Faust ( DVU ) auf dem NPD-Parteitag 2010,noHate
Hi guys I am thinking of going to Katowice at the weekend .,noHate
Is there anything to do there for a day or two ?,noHate
"Ireland joins International Task Force on Holocaust Education , Remembrance and Research Ireland has been accepted as a member country of the International Task Force on Holocaust Education , Remembrance and Research ( ITF ) .",noHate
http://foreignaffairs.gov.ie/home/index.aspx ? id = 87353,noHate
I wonder if this is the taste of what 's to come to all of Europe in a couple of decades .,noHate
Would this have been the same scenario in Greece if Greece was bordering Russia ? .,noHate
"So it 's not enough Professor Ratajczak 's life was destroyed when he was fired , some filthy desert rat from Israel still had to go kill him ?",hate
Typical .,noHate
Woman get shot by a unseen shooter probably hide in the building in an attempt to dissuad protester to take this building .,noHate
Other shooting at protester Shooting to people in Kiev / ???????? ?? ???????????? ? ?????,noHate
It has been reported for a hour now that weapons have fallen into the hands of the opposition in Ternopil and Lviv after seizing of government installations .,noHate
Is this confirmed ?,noHate
"One can only express sympathy to the families of those people who died regardless of whether they were protesters , police , or pro-government .",noHate
video deleted reupload please please people make maximum stuff graphics wall painting video and stuff dont let media and internet censorship minimize this affair .,noHate
I have no idea .,noHate
It does indeed look like a strange thing to do .,noHate
Photoshop by enemies is a theory that makes a lot of sense .,noHate
"Christ did not promote any violence , however mohammed ordered to kill the non believers , which includes us christians and pagans on Stormfront .",noHate
This gay kill a young bulgarian man to protect some criminal brown gypsy from beating This is the true face of so-called `` anti-racist '' !,hate
As far as i know they are `` frozen '' bacause they are waiting to see how things will turn out with new `` anti-racists '' laws and act then .,noHate
"I've seen it before , most are Poles from America from what I see .",noHate
"Too many libtards , I would n't waste my time there .",hate
Top ten movies banned in Ireland Ten movies that the Irish censors blocked from Ireland 's cinemas Top ten movies banned in Ireland | IrishCentral,noHate
she is a snake in the grass do not accept the poisonous advice this snake has to offer .,noHate
Marxist America at it again .,noHate
"North Irish militants forcing police from their homes Police in Northern Ireland are being forced to flee their homes by nationalist militants stepping up attacks on a force they consider to be a symbol of British rule , a police official said on Wednesday .",noHate
http://ca.reuters.com/article/topNews/idCATRE75S52620110629,noHate
I wonder if that 's in retaliation for Loyalist mobs attacking Catholic homes with little interference from the PSNI last week .,noHate
I am not Ukrainian but the Ukraine nationalists and right wing should understand that our white race in all nations in Europe North America Australia and South Africa along with any other white nations should support each other and join together against the Marxist multiculturistic agenda that 's invading every white nation and start to over through the powers to be that is responsible for this genocide and start considering deportation of non whites in white nations !,hate
It 's no longer cause your German Polish English Urainian or Russian as long as we are white from our Aryan blood line we are all brothers and sisters !,noHate
One day when true people come to power in italy they will have to go back where they came from ! Italy to Italians !!,hate
I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le T������ ������ l������ ������ gramme - France - Montpellier ( 34 ) .,hate
"That's vile , but I ca n't say it 's a big shock , their culture seems to glorify that sort of behaviour ...",hate
Romanians and Italians are fighting with one another while the enemy of all Latin people and of all Aryan humanity is laughing up his sleeve .,noHate
Are you sure those guys were not with the department of public health and pest control and were not just trying to fumigate you ?,noHate
You mean adoption of this new found identity which in all reality is a Greek identity .,noHate
Your either Bulgarian or Greek not Macedonian it does not exist .,noHate
"I just wanted to pop in and say that I wish you in Ireland the best and sincerely hope that Ireland is n't too far gone before enough people wake up , see what is happening , stop it and preserve Ireland .",noHate
This information was denied by the protesters in the Administration building .,noHate
Another regional administration was capture - Vinnytsya. ?????????? ?????????? ???????,noHate
- YouTube The map of the captured territories .,noHate
I just created a new user group for all members of Stormfront with Slavic ancestry !,noHate
Feel free to join !!,noHate
https : //www.stormfront.org/forum/group.php ? groupid = 257,noHate
https : //www.stormfront.org/forum/t795949-2/#post9151222,noHate
"If there are , they hide or do n't know Stormfront .",noHate
I never met any here in London .,noHate
"Gentlemen, I remember you that all the posts not in English will be deleted .",noHate
"Only posts in English , please !",noHate
"Understood , SF Bulgaria ???",noHate
The Ukrainian Carpathians [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ] [ /TD ],noHate
"Myself unfortunately I was never there , but my friend goes every year and she says it is great .",noHate
People from whole Europe come here for that .,noHate
"Graveland was my favourite band until Prawo Stali , then there was too much of same material released one after another , but on myspace he has new material , new sound , I ca n't wait for this .",noHate
"Oh Chrommagus , we are so lucky that you did not destroy this `` gypsy capital of Sofia '' , ( Whatever it means ) I wo n't argue anymore , I discovered that Coldblooded is 15 years old specialist of racial classifications , if he told me that I ca n't post in Slavic thread .. he might be right Big authority .",noHate
Greetings,noHate
Production of white babies and increasing white population is a task of each white couple .,noHate
I feel that I want to practice ...,noHate
It's a start .,noHate
Hopefully they do n't get intimidated by the enemies of our land and of our freedom - those antifa scum .,hate
"New upcoming documentary/movie about arrival of Slavic tribe of Croats on present day Croatia , and get 's us through period of medieval Croatia .",noHate
http://www.youtube.com/watch ? v = 9nehhqHltaE & feature = player _ embedded ca n't w8 for it ...,noHate
Yeah I think they 'd be much better off back home .,hate
"Especially I think it 's bad when they bring their children with them to the West , cause in many cases they grow up brainwashed with multicultural and degenerate propaganda like the locals .",noHate
everyone who doesnt speak Romanian and look as in WHITE get out of Romania a move back to your homeland .,hate
Russians .,noHate
Hungarians .,noHate
Gyspsies !,noHate
Jews !,noHate
Dessert * * * * * * !!,noHate
YouTube - Original Romper Stomper Soundtrack - The Smack Song Irish are white not black its a fact vote S F. YouTube - Romper Stomper - Fourth reich fighting men,noHate
"http://www.youtube.com/watch?v=zhItDmRiULg one Croatian neo-pagan/slavic song for ya folks , hope you like it ...",noHate
P.S. - poster above me is just a damn unsuccessful troll,noHate
Wishing a happy New Year to all Slavic brothers and sisters Let 's hope this will be a good year for us,noHate
I find that they dont share my views as some other buddies of mine would when it comes to White History and power .,noHate
YouTube - A NATION CANNOT SURVIVE TREASON : CICERO F G are the enemy of the Irish Nation vote S F not the best but care for the working class Irish not the rich scumbags .,noHate
Blacks in South Africa wondering why their country is going to hell when they put Blacks in charge .,hate
S.African police clash with poor protesters | Top News | Reuters Hand the country over to Muds and what do you expect .,hate
"I was reading news on interia few min ago and look what i found : in the name of their god : http://fakty.interia.pl/galerie/obyc ... , 1160979,1,275",noHate
"If this stupid brown savages would stop slaughtering animals or worshipping them ( like they do in India ) , maybe they would n't be starving and so poor .",hate
No wonder this races achieve nothing .,hate
"Let's not start spreading those Croatian lies about Serbs being mixed with Gypsy 's and Turks , look we are both Christian white Slavs .",noHate
Okay so if I go by that logic means you 're willing to give up that piece of land ...,noHate
"A genius , are n't you ?",noHate
Idiots are in every country And I do n't said that all Croats are idiots .,noHate
But try to find stupid anti-irish messages on this forum ...,noHate
I know much about that event because I was in that crowd that day in 2010 .,noHate
I could almost see myself in that video ...,noHate
I'll like to take that for a test drive .,noHate
Hope it 's as fast as it looks because it will have to be fast .,noHate
If it was the other way around and it was white on black we would never of heard the end of it,noHate
Ugh...,noHate
I have a feeling though that propaganda photos like these will have the reverse of the desired effect .,noHate
God willing .,noHate
Thanks to everyone who listened to the radio show last night and apologies for the delay ( it was blocked by ubroadcast for a time ) .,noHate
"Anyone who want to listen to the broadcast can do so here > > > http://www.drmireland.com/audio.php There 's another broadcast on the 24th , see this message from Michael Quinn : ------------------------------------------ `` Freedom Of Speech '' Has PREVAILED !",noHate
"DRM Radio will be broadcasting it 's second show , live this coming Thursday the 23rd Dec , 8pm to 10pm on http://drmradio.ubroadcast.com/ Listeners to the show are welcome to send us material they would like to have read on-air during any of our live broadcasts .",noHate
You can send it to us at drmradio@ymail.com.,noHate
"Or call us on 085 2455043 between 9am to 10pm , Mon to Sat. Thank you , Michael Quinn .",noHate
------------------------------------------ John,noHate
OMG unfortunately they are very good at hot air. did n't see any massive demos to prosecute the kiddie fiddlers amongst the Christian Brothers .,noHate
There are lot 's of asiatic people besides turks .,noHate
My last post here if you do n't post in Macedonian thread .,noHate
"Thank You , Are you THEA charles Martell ??",noHate
"I think i heard your name on the stromfront radio , im honored .",noHate
God bless in either case,noHate
"And on another note , we have some news : Ruger Corporate Sturm , Ruger & Company , Inc. Reports Strong First Quarter Bookings March 21 , 2012 Sturm , Ruger & Company , Inc. ( NYSE : RGR ) , announced today that for the first quarter 2012 , the Company has received orders for more than one million units .",noHate
"Therefore , the Company has temporarily suspended the acceptance of new orders .",noHate
It is an extremely cruel act against the poor Vodka-bottle forcing it to spend it 's time forever close to a jew .,hate
Please show me one real picture of present day bulgarian who looks like this painting and I 'll give you 1 000 000 Euro cash,noHate
"I've replied to a few posts by guys in the past and got no reply back , so some of us ladies ARE actually trying",noHate
"This savage has n't moved on from 300 years ago where her ancestors used to cook their enemies in cauldrons , ghastly people .",hate
Please stop this nonsense all of you !,noHate
I understand that we are all proud people with very well defined beliefs but fighting amongst each other is really counterproductive .,noHate
"Great,i didnt knew you guys opened this thread Their accent will be super funny for you , but this Belgrade Band is singing some of the most famous Irish and Celtic songs .",noHate
YouTube - Orthodox Celts - Star Of The County Down,noHate
The powers that be want all Whites dumbed down with Negro blood .,hate
They all need to be sent back to Afreka along with the Joos that control our politicians .,hate
Liberia Awaits,noHate
"Here are the only ones I have ever seen Taras.Bulba. [ 1962 ] - YouTube Wow , there is a re-make of Taras Bulba .",noHate
Taras Bulba ( 2009 ) ( English subtitles ) .,noHate
I'm not running and giving it to the muds .,hate
You can call it a lost cause but I call it home .,noHate
"In several of your posts , you 've managed to show us that you 're not a white nationalist A white nationalist looks out for each others .",noHate
You 've managed to do the total opposite and created meaningless arguments that will get us nowhere .,noHate
"They are beating each other to death everywhere , just look what they do to each other in Africa .",hate
We should just isolate them so those mutated monkeys can completely whipe each other out .,hate
Have you slavs that live in the West ever seen these Western Devils and their obsession with American football .,noHate
I am so tired of it .,noHate
I hope my negroes beat your negroes .,noHate
It is stupid,noHate
I just got a group started in my area Roswell Aryan Front and we 're looking for people to join or groups to join with if anyone is interested in joing or knows or is part of a group that is recruiting send me a private message or e-mail appreciate it .,noHate
"So ok We are not idiots , but We see and do not act .",noHate
How to call someone who agrees for slow doom of him self and his people ??,noHate
"Hey, I 'm looking to meet new people maybe find myself a nice white boy .",noHate
I 'm 20 and in Vancouver .,noHate
I just moved back here from sask. And do n't know many people .,noHate
saysay.jpg say say with a candle 2.jpg This is my nearly 3 year old cat called Say-Say .,noHate
His full name is Saylum .,noHate
This is a picture of my youngest cat ( Cheeto ) hanging out with my oldest dog ( Nebbie ) .,noHate
It 's amazing how well dogs and cats get along when they are raised together .,noHate
"Thank you , she definitely is something else !",noHate
She is certainly an enigma .,noHate
I will soon post photos of my cats .... 6 of them .,noHate
looking forward to it how lucky are we to have such gorgeous babies. i could n't survive without my kids ( and i certainly consider them my kids with the personalities they have lol ),noHate
"I told my daughter if I saw one photo like that on her Facebook page , I 'd let her brother hack her account , then photoshop it at will .",noHate
Thanks!,noHate
I need to get pics of her tonight when I get done shaving her .,noHate
I want to get it done by a pro but money is tight .,noHate
Sorry I did n't get too cut her this weekend she was sick .,noHate
I was actually scared a few times .,noHate
She was dragging her blanket around and went in the closet to get her warm sweater .,noHate
"As a matter of fact , I do kinda notice that among them .",noHate
"It 's usually the `` gangstas '' that use this pose .. and some scene kids , but even scene kids listen to ( c ) rap / hip hop , so ..",noHate
Haha Doze gangstaas don kno sheeeeiit bout pimpin,noHate
I guess I should have known that there are too many bleeding heart liberals in the NW to get an answer to this thread .,noHate
I 'm too close to the left coast .,noHate
"If they 're not related , they 're not all Slavs .",noHate
"There are southern theories for the origins of the Slavs , you know .",noHate
Incredible range of animals we 've got here .,noHate
"I intend to get a big dog in time for next year 's elections , but no pigs , lizards , parrots or raccoons ...",noHate
It IS our business when you are making territorial claims on Bulgarian land and claiming a part of Bulgarian history as yours .,noHate
I 'm planning to have a little gathering to remember the good old days .,noHate
"Some candle light , a good drink , a forbidden flag on the wall and Triumph des Willens on the telly .",noHate
It warms my heart to see that apparently there 's more than just one pro-White organization in San Diego area planning activities !,noHate
"123 - BG 456 - MK 78 - BG 910 - MK 6 errors from 10 , as you see is same like before , average answares are 5 / 5 , 1 less or more do n't change it .",noHate
"I take fotos from alphabetical order , only select clear big fotos .",noHate
"where can i get more info on PU , like how big it is and stuff ? also want to get some better info on `` natiocracy '' and `` social nationalism ''",noHate
"I got nothing against the Slavs , just we are NOT slavs .",noHate
We are part of the thraco-celtic ethnic group .,noHate
Here 's a salute from Bulgaria to all comrades : http://zazz.bg/play : cf3bf803,noHate
we all want the females that are smart and look like top model but imporant is to ask ourselves : do we deserve ?,noHate
"Well I talk to her because no one else writes here except her and me , you only write here when she says something stupid , if I did n't write to her this place would just die off .",noHate
All I got from that is ...,noHate
I got sloppy seconds after some Muslims used this girl .,hate
At least she goes to church now LOL,noHate
Thank God for that .,noHate
It 's probably actually a good thing no one fits your standards ; that way no one has to deal with you .,noHate
And I 've seen many Serbian members here trying to prove Serbs are the oldest people on Earth .,noHate
"Yep, her name is Thunderphoenix .",noHate
Because I pulled her from the ashes and I 'll bring her back to the condition she was before she was put in the hands of a neglectful old lady and a hard * * * * teenager .,noHate
"I proved that fyromanians are blind people and if I show them picture of beautiful white bulgarian girl and not told them that she is bulgarian they will see at her as a white european which is it , instead of calling her `` tatar '' or `` mongol '' which is not .",noHate
"Yeah, when I was younger there were some old lady in my street and kids thought that she is Baba Roga , so one day I waited for her with some pipe , I almost boke her backs ...",noHate
I dont drive a Ford but I got a s-10 with a 6 inch lift on it 34 inch mickie thompson swampers rollbar and the kc lights on the rollbar .,noHate
"I agree , it is about time to stop this , it is the same story every time and nothing good will come from it .",noHate
It's Mein Kampf and no he never said anything about killing every jew on the earth like the jews claim he wanted to do .,noHate
Please quote me where I 've implied or have said that .,noHate
You love pulling things out of your ass do n't you .,noHate
Oh... and I was going to use this idea next time I met a girl .,noHate
Note to self : lose the wombat .,noHate
Maybe try a badger instead ?,noHate
"Somehow, it is not hard for me to imagine you fighting off an entire police force , you certainly sound mean enough .",noHate
I would think most girls would like to dress and look nice for their man anyways .,noHate
So he can show her off like a brand new sparkly jewel etc etc .,noHate
As long as she does n't look like she just came off the set for a rap video or wears sweatpants in public I 'm pretty flexible .,noHate
That could be cool !,noHate
If you were deaf you would n't hear all the `` multiculturalism enriches our society '' rubbish .,noHate
It could just be vanity and not wanting to be seen wearing a hearing aid as maybe they see it as an `` old persons '' thing .,noHate
Finding ourselves having to live here in annexed Aztlan is all the more reason to band together .,noHate
"Behind every avatar is an actual person , and we can even meet .",noHate
I 've seen it happen .,noHate
I believe if your looking you 'll never find true love .,noHate
Its comes when u least expect it ... there 's always someone out there for everyone.that 's my belief .,noHate
"...mating with other mulattos would be ideal , but since there are n't huge numbers of mulatto children compared to those of Whites or blacks I 'd rather see them up with blacks so that White bloodlines stay intact .",hate
"I wish it was n't real , but it is .",noHate
"I lived in a town when I was younger ( here in colorado ) It was tiny , took maybe 30 minutes to walk across the whole town .",noHate
"The town consisted of , probably 25 % white , and the rest mexican .",noHate
Where I live now it is n't so bad .,noHate
im new on here and was just wanderin if any ladies are intrested i a good oel southernman from tennessee send me a messege .,noHate
Well if you like to travel mine advice is if they are n't anyone with same beliefs then look in other places and broaden you experiences in other places,noHate
on here look in your state. its important that white women speak about it to white men that are on the edge of being liberals or not lol or brainwashed fruit cakes.you can shock them wake them up or remind them. keep it up do n't get down on yourself. men will do whatever a woman says right lol,noHate
I'm an adult in my late 30s .,noHate
I had no luck driving .,noHate
I have been trying to find a job but the mexicans take everything we had .,hate
The ability to run really quietly and lots of chloroform .,noHate
You gotta surprise them ' else they get away .,noHate
Works for me .,noHate
haha; im a 19 y.o white male from newcastle area - but im moving back to sydney very soon ( west sydney im afraid lol ),noHate
Brother You remind Me of a Young Meatloaf !,noHate
Awesome band back in the day !,noHate
Hell of a show as well !,noHate
White Power Brother !,noHate
I'll put money on it Amy this is the photo the females hate you are a stunning girl do n't let no1 drag you down .,noHate
You changed your name .,noHate
I knew I had never seen that name on here before and you have so many post then I clicked on your profile and saw it was you Lyn .,noHate
there's a spirit rising a spirit called my blood a spirit that needs purity a spirit that needs one one in mind,noHate
Here's one of me I think it 's several months old though I am not certain .,noHate
I normally have a goatee .,noHate
"There use to be meetings here then it got down to one a year at folk fest now , I do n't know of any get togethers in South Florida .",noHate
Hey momofsix .. to have six kids is a great gift that you have given our race and for that i thank you they are lucky to have such awesome parents as you two,noHate
I wonder how many moms would kill to look that good after having a kid .,noHate
Let alone 6 of them .,noHate
You 're beautiful !,noHate
"I'm not in the Chicago area , but I do know some people in the Chicago area .",noHate
Tell us more about yourself .,noHate
"I live in Napervile , and CF < let me know when ya have a date for that get together , I would love to go .",noHate
"Yes, Philidelphia has been over run with black savages , left and right .",noHate
That 's all I ever see on the morning news .,noHate
"Well I 'm in the vicinity , anyone up for a chat ?",noHate
"I'm off out to a metal show , this is what my knees looked like after the last death metal show i went too ...",noHate
hey im looking to talk to/meet ppl around my age in my area 16/f/poway sanDiego any1 around me wanna message back to this that be awesome thnkx,noHate
Few pics taken this summer ...,noHate
"Eeeeh , that was a great summer .",noHate
My friend Mar with nice blue-eyed cat .,noHate
Me and Pawel .,noHate
"these are two pictures of me , l am a proud Croatian redneck , l drink rakija , eat lamb and get in fights as often as l can and l go to the gym once a week , yihaa !!!!!!",noHate
Since you are new let me direct you to a site that also has good info and puts out a paper called the Nationalist Times .,noHate
ANU.ORG is the address read and enjoy !,noHate
Every one stop making fun of other people 's pic 's were all a white family.By the way all you lady 's on here are looking fine to bad i 'm only 16 .,noHate
